College_Name,Zone ,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life
"Visakha Government Degree College for Women, Visakhapatnam ",Southern ,Andhra pradesh,Agriculture,"10,850",0,0,0,0,0,0,0,0
"Acharya NG Ranga Agricultural University, Agricultural College ",Southern ,Andhra pradesh,Agriculture,"26,700","27,640",7.7,8.7,7.7,8.4,7,6.7,7.8
Sri Padmavati Mahila Visvavidyalayam ,Southern ,Andhra pradesh,Agriculture,"16,650",0,7.6,8.3,7.4,7.8,7.5,6.2,8.1
"Hindu College, Guntur ",Southern ,Andhra pradesh,Agriculture,"5,610",0,7.7,8,7,9,8,7.5,6.7
Andhra University ,Southern ,Andhra pradesh,Agriculture,"1,22,000",0,7.9,8.3,7.1,8.3,7.9,7.4,8.1
Sri Krishnadevaraya University ,Southern ,Andhra pradesh,Agriculture,0,0,6.9,6.9,6.6,7.4,6.7,6.4,7.2
"College of Veterinary Science, Tirupati ",Southern ,Andhra pradesh,Agriculture,"22,410","42,195",8.3,8.5,8.3,9,9,8,6.8
"Maris Stella College, Vijayawada ",Southern ,Andhra pradesh,Agriculture,0,0,8.3,8.6,7.8,8.5,8.4,8.1,8.4
Indus Institute of Hotel Management ,Southern ,Andhra pradesh,Agriculture,0,0,0,0,0,0,0,0,0
"Government College (Autonomous), Rajahmundhry ",Southern ,Andhra pradesh,Agriculture,0,0,9.4,9.5,9,9,0,0,0
Bharatiya Engineering Science & Technology Innovation University ,Southern ,Andhra pradesh,Agriculture,"1,25,000",0,0,0,0,0,0,0,0
Sri Venkateswara Institute of Medical Sciences ,Southern ,Andhra pradesh,Medical,"52,900","27,700",7.8,8.2,7.9,8.1,7.5,7.5,7.5
Maharajah's Institute of Medical Sciences ,Southern ,Andhra pradesh,Medical,"15,000","26,68,050",8,8.6,7.2,8.7,8.3,7.4,8
Konaseema Institute of Medical Sciences & Research ,Southern ,Andhra pradesh,Medical,0,0,7.9,8,7.2,8,8.2,7.8,8.4
PES Institute of Medical Sciences and Research ,Southern ,Andhra pradesh,Medical,"46,550","4,32,000",7.9,8.3,6.5,8.4,8.4,7.6,8.3
Dr. Pinnamaneni Siddhartha Institute of Medical Sciences ,Southern ,Andhra pradesh,Medical,"1,40,000","17,90,500",6.3,7,6,6,7,6,6
"Guntur Medical College, Guntur ",Southern ,Andhra pradesh,Medical,0,0,8,8.3,7.4,8.3,7.3,8.5,8
Alluri Sitarama Raju Academy of Medical Sciences ,Southern ,Andhra pradesh,Medical,"7,60,725","26,68,050",9.1,9.3,8.7,9.3,9.3,9,9
"Great Eastern Medical School and Hospital, Srikakulam ",Southern ,Andhra pradesh,Medical,"71,576","4,71,363",7,8.3,6.7,6,8.7,5.7,6.3
"GITAM, Visakhapatnam ",Southern ,Andhra pradesh,Medical,"2,00,000","20,75,700",8.3,8.3,8,8.1,8.8,8.1,8.5
Acharya Nagarjuna University ,Southern ,Andhra pradesh,Medical,"5,200",0,7.3,7.7,7,7.2,8,5.7,8.2
Centurion University of Technology and Management ,Southern ,Andhra pradesh,Medical,"60,000",0,7.8,8,7.2,8.3,7.6,7.4,8.3
"Risali Institute of Management, Visakhapatnam ",Southern ,Andhra pradesh,Medical,"1,30,000",0,8.4,8.2,8.3,8.3,8.8,8.4,8.4
Alwar School of Business ,Southern ,Andhra pradesh,Medical,"1,45,000",0,8,8,8,8,8,6.8,9
Dantuluri Narayana Raju college ,Southern ,Andhra pradesh,Medical,0,0,8.5,8.5,8.3,8.7,9.2,6.7,9.3
Government Degree College (Men) ,Southern ,Andhra pradesh,Medical,0,0,7.8,8.5,5.5,0,0,0,0
"Govt Degree College Women, Srikakulam ",Southern ,Andhra pradesh,Medical,0,0,8.5,9,8,0,0,0,0
Sri Padmavati Mahila Visvavidyalayam ,Southern ,Andhra pradesh,Medical,"6,000",0,7.6,8.3,7.4,7.8,7.5,6.2,8.1
GITAM Institute of Pharmacy ,Southern ,Andhra pradesh,Medical,0,0,6.2,7,4,7,7,4,8
"GSL Medical College and General Hospital, Rajahmundhry ",Southern ,Andhra pradesh,Medical,"24,20,000","24,20,000",7.9,8.1,6.8,8,8.2,8.2,8.3
"Fathima Institute of Medical Sciences, Kadapa ",Southern ,Andhra pradesh,Medical,0,0,8.2,8,8,7.5,8.3,9,8.5
"Katuri Medical College and Hospital, Guntur ",Southern ,Andhra pradesh,Medical,"1,50,000","7,60,625",8.4,8.6,7.9,8.5,8.7,8.3,8.6
Kurnool Medical College ,Southern ,Andhra pradesh,Medical,"23,155",0,7.9,8.1,8.4,7.9,7.2,8.4,7.6
NRI Medical College ,Southern ,Andhra pradesh,Medical,"3,19,725","3,19,725",8.4,8.7,7.3,8.8,8.4,8.8,8.3
"Narayana Medical College and Hospital, Nellore ",Southern ,Andhra pradesh,Medical,"7,50,000","1,70,000",8.2,8.6,7.9,7.8,9.3,7.4,7.9
"Siddhartha Medical College, Vijayawada ",Southern ,Andhra pradesh,Medical,"25,100","11,000",7.4,7.7,6.8,7.7,7,7.8,7.2
"Swatantra Institute of Physiotherapy and Rehabilitation, Rajahmundhry ",Southern ,Andhra pradesh,Medical,0,0,9.3,0,0,0,0,0,0
Thammineni Institute of Medical Science ,Southern ,Andhra pradesh,Medical,"24,000",0,0,0,0,0,0,0,0
Narayana Nursing Institution ,Southern ,Andhra pradesh,Medical,0,0,0,0,0,0,0,0,0
Bhagavantham Gupta Bangaru Seshavatharam Women's College ,Southern ,Andhra pradesh,Medical,0,0,0,0,0,0,0,0,0
Andhra University ,Southern ,Andhra pradesh,Medical,"36,000",0,7.9,8.3,7.1,8.3,7.9,7.4,8.1
"Andhra University, College of Pharmaceutical Sciences, Visakhapatnam ",Southern ,Andhra pradesh,Pharmacy,"3,29,988","3,15,483",8,8.8,7.4,7.3,9,7.5,8
"Chalapathi Institute of Pharmaceutical Sciences, Guntur ",Southern ,Andhra pradesh,Pharmacy,"36,100","67,800",8.1,8.7,8,8.3,8.8,7.9,7.1
Acharya Nagarjuna University ,Southern ,Andhra pradesh,Pharmacy,"11,750","93,230",7.3,7.7,7,7.2,8,5.7,8.2
Sri Padmavati Mahila Visvavidyalayam ,Southern ,Andhra pradesh,Pharmacy,"11,450","15,000",7.6,8.3,7.4,7.8,7.5,6.2,8.1
Sri Venkateswara College of Pharmacy ,Southern ,Andhra pradesh,Pharmacy,"56,300","1,17,500",5.9,7,4.5,7.7,6,3.7,6.7
Raghavendhra Institute of Pharmaceutical Education and Research ,Southern ,Andhra pradesh,Pharmacy,"30,200","1,04,784",8,8.5,6.5,8.6,9,7.2,8.2
K L University ,Southern ,Andhra pradesh,Pharmacy,"1,85,000","1,75,000",8.3,8.5,7.6,8.3,8.8,8.3,8.2
Bapatla College of Pharmacy ,Southern ,Andhra pradesh,Pharmacy,"52,000","1,10,000",7.6,9,7.8,8.6,9.8,4.2,6
Sri Venkateswara University ,Southern ,Andhra pradesh,Pharmacy,"1,21,780","3,63,094",8.1,7.9,8.3,8.2,7.9,7.7,8.4
"Vignan’s Foundation for Science, Technology, and Research, ",Southern ,Andhra pradesh,Pharmacy,"1,50,000",0,8.2,8.2,8.4,8.5,8.2,7.7,8.4
Shri Vishnu College of Pharmacy ,Southern ,Andhra pradesh,Pharmacy,"80,020","1,07,900",8,8.1,8,8.1,8.4,7.7,7.8
Jawaharlal Nehru Technological University ,Southern ,Andhra pradesh,Pharmacy,"1,80,000",0,7.4,7.7,6.8,7.1,7.7,7.1,7.8
Centurion University of Technology and Management ,Southern ,Andhra pradesh,Pharmacy,"60,000",0,7.8,8,7.2,8.3,7.6,7.4,8.3
Malineni Perumallu Educational Society's Group of Institutions ,Southern ,Andhra pradesh,Pharmacy,"50,200",0,6.3,5.7,7.5,7.3,5.3,4.7,7.1
Kakinada Institute of Technology and Science ,Southern ,Andhra pradesh,Pharmacy,0,0,6.9,7.4,7.1,6.8,7,5.9,7.1
AKRG College of Pharmacy ,Southern ,Andhra pradesh,Pharmacy,"38,200","1,10,000",0,0,0,0,0,0,0
"A.M.Reddy Memorial College of Pharmacy, Guntur ",Southern ,Andhra pradesh,Pharmacy,"40,000","68,000",0,0,0,0,0,0,0
ASN Pharmacy College ,Southern ,Andhra pradesh,Pharmacy,"31,000","1,10,000",8.7,9,8,9.3,0,0,0
"Balaji College of Pharmacy, Ananthapur ",Southern ,Andhra pradesh,Pharmacy,"44,100","1,10,000",8.1,8,7.5,8.5,8,8,8.5
Bellamkonda Institute of Technology and Sciences ,Southern ,Andhra pradesh,Pharmacy,"2,40,000","2,20,000",0,0,0,0,0,0,0
GITAM Institute of Pharmacy ,Southern ,Andhra pradesh,Pharmacy,"1,32,000","1,70,000",6.2,7,4,7,7,4,8
"Hindu College of Pharmacy, Guntur ",Southern ,Andhra pradesh,Pharmacy,"60,450","1,10,000",7.5,8,7.3,7,8.3,6.6,7.7
"K.G.R.L College of Pharmacy, Bhimavaram ",Southern ,Andhra pradesh,Pharmacy,"45,800","1,10,000",0,0,0,0,0,0,0
KVSR Siddhartha College of Pharmaceutical Sciences ,Southern ,Andhra pradesh,Pharmacy,"90,000","1,10,000",6.8,8.3,5.3,7.7,8.7,4.3,6.7
"MAM College of Pharmacy, Narasaraopet ",Southern ,Andhra pradesh,Pharmacy,"50,000","1,10,000",6.3,7,0,0,6,6,0
Narasaraopeta Institute of Pharmaceutical Sciences ,Southern ,Andhra pradesh,Pharmacy,"48,000","1,10,000",0,0,0,0,0,0,0
"Narayana Pharmacy College, Nellore ",Southern ,Andhra pradesh,Pharmacy,"65,000","1,10,000",8.2,8.8,7.6,9,9,7,7.6
Nimra College of Pharmacy ,Southern ,Andhra pradesh,Pharmacy,"50,200","1,18,900",7.2,7.3,6.7,7.3,7.7,7,7.3
"Pydah College of Pharmacy, Kakinada ",Southern ,Andhra pradesh,Pharmacy,"35,000","1,10,000",0,0,0,0,0,0,0
"Andhra University, Dr. B. R. Ambedkar College ",Southern ,Andhra pradesh,Law,"1,92,065","3,22,720",8.5,9.5,7.5,9.5,8,8,8.5
K L University ,Southern ,Andhra pradesh,Law,"1,45,000","1,55,000",8.3,8.5,7.6,8.3,8.8,8.3,8.2
"Sri Venkateswara College of Law, Tirupati ",Southern ,Andhra pradesh,Law,"32,000","18,000",8.3,0,0,8.8,0,8,8
Sri Venkateswara University ,Southern ,Andhra pradesh,Law,0,0,8.1,7.9,8.3,8.2,7.9,7.7,8.4
"NVP Law College, Visakhapatnam ",Southern ,Andhra pradesh,Law,"10,600",0,8.5,9,7,9,9,8,9
"Daita Sriramulu Hindu College of Law, Machilipatnam ",Southern ,Andhra pradesh,Law,0,0,0,0,0,0,0,0,0
Acharya Nagarjuna University ,Southern ,Andhra pradesh,Law,"11,750","37,290",7.3,7.7,7,7.2,8,5.7,8.2
"Sri Eshwar Reddy College of Law, Tirupati ",Southern ,Andhra pradesh,Law,"12,900","12,400",10,0,0,0,0,0,0
Indira Priyadarshini Law College ,Southern ,Andhra pradesh,Law,"36,000",0,8.3,8.5,8.5,8,8.5,8,8
"MRVRGR Law College, Vizianagaram ",Southern ,Andhra pradesh,Law,"11,600",0,9.5,0,0,0,0,0,0
"KKC College of Law, Puttur ",Southern ,Andhra pradesh,Law,0,0,8.3,9,8,8.3,9,7.7,8
VIT University ,Southern ,Andhra pradesh,Law,"1,64,000","43,000",8.2,8.3,7.9,8.3,8.1,8.4,8.1
Siddartha Educational Academy Group of Institutions ,Southern ,Andhra pradesh,Law,0,0,6.2,6.3,4.6,6.9,7.6,5.3,6.4
"Anantha College of Law, Tirupati ",Southern ,Andhra pradesh,Law,"7,605",0,9.2,0,0,0,0,0,0
"JC College of Law, Guntur ",Southern ,Andhra pradesh,Law,"36,000",0,8.3,8.5,8.5,8.5,8,8,8
"PS Raju Law College, Kakinada ",Southern ,Andhra pradesh,Law,0,0,8,9,2,0,0,0,0
"Smt Velagapudi Durgamba Siddhartha Law College, Vijayawada ",Southern ,Andhra pradesh,Law,"1,11,840",0,0,0,0,0,0,0,0
Sri Padmavati Mahila Visvavidyalayam ,Southern ,Andhra pradesh,Law,"1,42,000","6,000",7.6,8.3,7.4,7.8,7.5,6.2,8.1
"Sri R.K.M. Law College, Chittoor ",Southern ,Andhra pradesh,Law,"30,000","25,000",8.1,0,0,8.3,0,8,8
"Veeravalli College of Law, Rajahmundhry ",Southern ,Andhra pradesh,Law,"15,000","15,000",4,0,0,0,0,0,0
"Visakha Law College, Visakhapatnam ",Southern ,Andhra pradesh,Law,0,0,8.7,0,0,8.5,0,8.8,8.8
Andhra University ,Southern ,Andhra pradesh,Law,"92,396","2,29,548",7.9,8.3,7.1,8.3,7.9,7.4,8.1
Damodaram Sanjivayya National Law University ,Southern ,Andhra pradesh,Law,"1,55,000","1,80,000",7.9,8.6,6.4,7.9,7.9,8.1,8.3
Dr. B. R. Ambedkar University ,Southern ,Andhra pradesh,Law,0,0,7.7,8.2,7.5,7.8,8.2,6.7,8
Krishna University ,Southern ,Andhra pradesh,Law,"12,400",0,7.7,8.3,7.1,8.4,7.3,7.5,7.8
Sri Krishnadevaraya University ,Southern ,Andhra pradesh,Law,0,0,6.9,6.9,6.6,7.4,6.7,6.4,7.2
"Andhra University, School of Distance Education, Visakhapatnam ",Southern ,Andhra pradesh,Law,"2,000","9,000",7.9,8.1,7.1,8.4,8,7.6,8.4
"Sri Padmavati Mahila Visvavidyalayam University, Directorate of ",Southern ,Andhra pradesh,Law,"6,000",0,0,0,0,0,0,0,0
"GITAM School of Law, Visakhapatnam ",Southern ,Andhra pradesh,Law,"1,05,000","1,05,000",0,0,0,0,0,0,0
North Eastern Regional Institute of Science and Technology ,North-Eastern,Arunachal pradesh,Engineering,"20,470","29,640",6.9,7.8,6.7,7.2,6.5,5.1,8.3
National Institute of Technology ,North-Eastern,Arunachal pradesh,Engineering,"1,45,600","92,172",7.3,7.4,7.1,7.7,6.5,7.4,7.8
"Arunodaya University, Itanagar ",North-Eastern,Arunachal pradesh,Engineering,0,0,8.4,9,8.5,8.2,9,7.5,7.9
Himalayan University ,North-Eastern,Arunachal pradesh,Engineering,"81,000",0,8.6,8.6,8,8.9,9.1,8.1,9
Apex Professional University ,North-Eastern,Arunachal pradesh,Engineering,"70,000","87,000",7.4,7.5,7.5,7.5,7.5,7.5,7
Rajiv Gandhi University ,North-Eastern,Arunachal pradesh,Engineering,"19,850","16,800",7,7.4,6.6,7.7,7.6,5.4,7.2
Arunachal University of Studies ,North-Eastern,Arunachal pradesh,Engineering,"25,000","32,000",8.3,8.7,7.9,8.4,8.1,8.2,8.4
North East Frontier Technical University ,North-Eastern,Arunachal pradesh,Engineering,0,0,8.3,9,7.6,8.5,8.2,8.7,8
Venkateshwara Open University ,North-Eastern,Arunachal pradesh,Engineering,"10,000",0,7.9,8.3,7.3,8.5,7.5,7.8,8.2
"Tomi Polytechnic College, Basar ",North-Eastern,Arunachal pradesh,Engineering,"45,000",0,0,0,0,0,0,0,0
"Government Polytechnic Laying, Itanagar ",North-Eastern,Arunachal pradesh,Engineering,0,0,0,0,0,0,0,0,0
"Government Polytechnic Roing, Roing ",North-Eastern,Arunachal pradesh,Engineering,"15,050",0,0,0,0,0,0,0,0
Government Polytechnic ,North-Eastern,Arunachal pradesh,Engineering,"15,350",0,0,0,0,0,0,0,0
Rajiv Gandhi Government Polytechnic ,North-Eastern,Arunachal pradesh,Engineering,"15,350",0,0,0,0,0,0,0,0
"The Global University, Itanagar ",North-Eastern,Arunachal pradesh,Engineering,"90,000","1,00,000",0,0,0,0,0,0,0
"Arunodaya University, Itanagar ",North-Eastern,Arunachal pradesh,Management,0,0,8.4,9,8.5,8.2,9,7.5,7.9
Himalayan University ,North-Eastern,Arunachal pradesh,Management,"81,000","7,000",8.6,8.6,8,8.9,9.1,8.1,9
North Eastern Regional Institute of Science and Technology ,North-Eastern,Arunachal pradesh,Management,"33,080","52,210",6.9,7.8,6.7,7.2,6.5,5.1,8.3
National Institute of Technology ,North-Eastern,Arunachal pradesh,Management,"29,000",0,7.3,7.4,7.1,7.7,6.5,7.4,7.8
Apex Professional University ,North-Eastern,Arunachal pradesh,Management,"50,000","19,000",7.4,7.5,7.5,7.5,7.5,7.5,7
Rajiv Gandhi University ,North-Eastern,Arunachal pradesh,Management,"8,000","1,500",7,7.4,6.6,7.7,7.6,5.4,7.2
Arunachal University of Studies ,North-Eastern,Arunachal pradesh,Management,"63,000","60,000",8.3,8.7,7.9,8.4,8.1,8.2,8.4
North East Frontier Technical University ,North-Eastern,Arunachal pradesh,Management,0,0,8.3,9,7.6,8.5,8.2,8.7,8
Venkateshwara Open University ,North-Eastern,Arunachal pradesh,Management,"25,000","38,000",7.9,8.3,7.3,8.5,7.5,7.8,8.2
"Indira Gandhi Technological And Medical Sciences University, Ziro ",North-Eastern,Arunachal pradesh,Management,"58,500",0,0,0,0,0,0,0,0
Rajiv Gandhi Government Polytechnic ,North-Eastern,Arunachal pradesh,Management,"15,350",0,0,0,0,0,0,0,0
"The Global University, Itanagar ",North-Eastern,Arunachal pradesh,Management,"30,000","30,000",0,0,0,0,0,0,0
North Eastern Regional Institute of Science and Technology ,North-Eastern,Arunachal pradesh,Science,"26,400","20,470",6.9,7.8,6.7,7.2,6.5,5.1,8.3
"Arunodaya University, Itanagar ",North-Eastern,Arunachal pradesh,Science,0,0,8.4,9,8.5,8.2,9,7.5,7.9
National Institute of Technology ,North-Eastern,Arunachal pradesh,Science,"37,172",0,7.3,7.4,7.1,7.7,6.5,7.4,7.8
Himalayan University ,North-Eastern,Arunachal pradesh,Science,"81,000","10,000",8.6,8.6,8,8.9,9.1,8.1,9
Dera Natung Government College ,North-Eastern,Arunachal pradesh,Science,"6,250",0,4.3,4.7,1.5,6.3,5,2.3,6
Apex Professional University ,North-Eastern,Arunachal pradesh,Science,"19,000","56,000",7.4,7.5,7.5,7.5,7.5,7.5,7
"Jawaharlal Nehru College, East Siang ",North-Eastern,Arunachal pradesh,Science,"6,740",0,0,0,0,0,0,0,0
Rajiv Gandhi University ,North-Eastern,Arunachal pradesh,Science,"11,250","8,800",7,7.4,6.6,7.7,7.6,5.4,7.2
Arunachal University of Studies ,North-Eastern,Arunachal pradesh,Science,"53,000","43,000",8.3,8.7,7.9,8.4,8.1,8.2,8.4
"Institute of Distance Education, Rajiv Gandhi University, Itanagar ",North-Eastern,Arunachal pradesh,Science,"7,180",0,0,0,0,0,0,0,0
North East Frontier Technical University ,North-Eastern,Arunachal pradesh,Science,0,0,8.3,9,7.6,8.5,8.2,8.7,8
Venkateshwara Open University ,North-Eastern,Arunachal pradesh,Science,"12,500","15,000",7.9,8.3,7.3,8.5,7.5,7.8,8.2
"Indira Gandhi Technological And Medical Sciences University, Ziro ",North-Eastern,Arunachal pradesh,Science,"34,000","58,500",0,0,0,0,0,0,0
Rajiv Gandhi Government Polytechnic ,North-Eastern,Arunachal pradesh,Science,"15,350",0,0,0,0,0,0,0,0
"The Global University, Itanagar ",North-Eastern,Arunachal pradesh,Science,"15,000","30,000",0,0,0,0,0,0,0
"Mudo Tamo Memorial College, Lower Subansiri ",North-Eastern,Arunachal pradesh,Science,"60,000",0,0,0,0,0,0,0,0
"Arunodaya University, Itanagar ",North-Eastern,Arunachal pradesh,Commerce,0,0,8.4,9,8.5,8.2,9,7.5,7.9
Himalayan University ,North-Eastern,Arunachal pradesh,Commerce,"81,000",0,8.6,8.6,8,8.9,9.1,8.1,9
Dera Natung Government College ,North-Eastern,Arunachal pradesh,Commerce,"6,250",0,4.3,4.7,1.5,6.3,5,2.3,6
Apex Professional University ,North-Eastern,Arunachal pradesh,Commerce,"50,000","38,000",7.4,7.5,7.5,7.5,7.5,7.5,7
"Indira Gandhi Government College, Lohit ",North-Eastern,Arunachal pradesh,Commerce,0,0,0,0,0,0,0,0,0
"Jawaharlal Nehru College, East Siang ",North-Eastern,Arunachal pradesh,Commerce,"6,340",0,0,0,0,0,0,0,0
"Saint Claret College, Ziro ",North-Eastern,Arunachal pradesh,Commerce,"42,600",0,0,0,0,0,0,0,0
Rajiv Gandhi University ,North-Eastern,Arunachal pradesh,Commerce,"6,000","20,025",7,7.4,6.6,7.7,7.6,5.4,7.2
Arunachal University of Studies ,North-Eastern,Arunachal pradesh,Commerce,"60,000","28,000",8.3,8.7,7.9,8.4,8.1,8.2,8.4
North East Frontier Technical University ,North-Eastern,Arunachal pradesh,Commerce,0,0,8.3,9,7.6,8.5,8.2,8.7,8
Venkateshwara Open University ,North-Eastern,Arunachal pradesh,Commerce,"10,000","12,500",7.9,8.3,7.3,8.5,7.5,7.8,8.2
"Indira Gandhi Technological And Medical Sciences University, Ziro ",North-Eastern,Arunachal pradesh,Commerce,"34,000",0,0,0,0,0,0,0,0
"Don Bosco College, Itanagar ",North-Eastern,Arunachal pradesh,Commerce,"37,900",0,0,0,0,0,0,0,0
"The Global University, Itanagar ",North-Eastern,Arunachal pradesh,Commerce,"13,000","13,000",0,0,0,0,0,0,0
"Mahabodhi Lord Buddha College, Namsai ",North-Eastern,Arunachal pradesh,Commerce,"30,000",0,0,0,0,0,0,0,0
Dera Natung Government College ,North-Eastern,Arunachal pradesh,Arts,"6,250",0,4.3,4.7,1.5,6.3,5,2.3,6
North Eastern Regional Institute of Science and Technology ,North-Eastern,Arunachal pradesh,Arts,"33,080",0,6.9,7.8,6.7,7.2,6.5,5.1,8.3
"Arunodaya University, Itanagar ",North-Eastern,Arunachal pradesh,Arts,0,0,8.4,9,8.5,8.2,9,7.5,7.9
Himalayan University ,North-Eastern,Arunachal pradesh,Arts,"81,000",0,8.6,8.6,8,8.9,9.1,8.1,9
Apex Professional University ,North-Eastern,Arunachal pradesh,Arts,"19,000","15,000",7.4,7.5,7.5,7.5,7.5,7.5,7
"Indira Gandhi Government College, Lohit ",North-Eastern,Arunachal pradesh,Arts,0,0,0,0,0,0,0,0,0
"Jawaharlal Nehru College, East Siang ",North-Eastern,Arunachal pradesh,Arts,"5,940","3,030",0,0,0,0,0,0,0
"Saint Claret College, Ziro ",North-Eastern,Arunachal pradesh,Arts,"40,600",0,0,0,0,0,0,0,0
"St Francis Sales College, West Siang ",North-Eastern,Arunachal pradesh,Arts,"50,700",0,7.5,8,8,8,7,6,8
Rajiv Gandhi University ,North-Eastern,Arunachal pradesh,Arts,"5,000","2,620",7,7.4,6.6,7.7,7.6,5.4,7.2
Arunachal University of Studies ,North-Eastern,Arunachal pradesh,Arts,"28,000","38,000",8.3,8.7,7.9,8.4,8.1,8.2,8.4
"Institute of Distance Education, Rajiv Gandhi University, Itanagar ",North-Eastern,Arunachal pradesh,Arts,"5,400","12,100",0,0,0,0,0,0,0
North East Frontier Technical University ,North-Eastern,Arunachal pradesh,Arts,0,0,8.3,9,7.6,8.5,8.2,8.7,8
Venkateshwara Open University ,North-Eastern,Arunachal pradesh,Arts,"20,000","12,500",7.9,8.3,7.3,8.5,7.5,7.8,8.2
"Indira Gandhi Technological And Medical Sciences University, Ziro ",North-Eastern,Arunachal pradesh,Arts,"34,000","34,000",0,0,0,0,0,0,0
"Don Bosco College, Itanagar ",North-Eastern,Arunachal pradesh,Arts,"37,300","40,900",0,0,0,0,0,0,0
Siang Royal Academy ,North-Eastern,Arunachal pradesh,Arts,"25,000",0,0,0,0,0,0,0,0
"The Global University, Itanagar ",North-Eastern,Arunachal pradesh,Arts,"14,000","15,000",0,0,0,0,0,0,0
"Mahabodhi Lord Buddha College, Namsai ",North-Eastern,Arunachal pradesh,Arts,"30,000",0,0,0,0,0,0,0,0
"Mudo Tamo Memorial College, Lower Subansiri ",North-Eastern,Arunachal pradesh,Arts,"30,000",0,0,0,0,0,0,0,0
"Doying Gumin College, Pasighat ",North-Eastern,Arunachal pradesh,Arts,"22,500",0,0,0,0,0,0,0,0
"Arunodaya University, Itanagar ",North-Eastern,Arunachal pradesh,Hotel-management,0,0,8.4,9,8.5,8.2,9,7.5,7.9
Himalayan University ,North-Eastern,Arunachal pradesh,Hotel-management,"85,000",0,8.6,8.6,8,8.9,9.1,8.1,9
Apex Professional University ,North-Eastern,Arunachal pradesh,Hotel-management,"19,000",0,7.4,7.5,7.5,7.5,7.5,7.5,7
Arunachal University of Studies ,North-Eastern,Arunachal pradesh,Hotel-management,"63,000","43,000",8.3,8.7,7.9,8.4,8.1,8.2,8.4
North East Frontier Technical University ,North-Eastern,Arunachal pradesh,Hotel-management,0,0,8.3,9,7.6,8.5,8.2,8.7,8
Venkateshwara Open University ,North-Eastern,Arunachal pradesh,Hotel-management,"10,000",0,7.9,8.3,7.3,8.5,7.5,7.8,8.2
Rajiv Gandhi Government Polytechnic ,North-Eastern,Arunachal pradesh,Hotel-management,"15,350",0,0,0,0,0,0,0,0
"The Global University, Itanagar ",North-Eastern,Arunachal pradesh,Hotel-management,"20,000","20,000",0,0,0,0,0,0,0
National Research Centre on Yak ,North-Eastern,Arunachal pradesh,Agriculture,0,0,7.8,8,8,7.5,7.5,8,8
North Eastern Regional Institute of Science and Technology ,North-Eastern,Arunachal pradesh,Agriculture,"26,400","33,080",6.9,7.8,6.7,7.2,6.5,5.1,8.3
"Arunodaya University, Itanagar ",North-Eastern,Arunachal pradesh,Agriculture,0,0,8.4,9,8.5,8.2,9,7.5,7.9
Himalayan University ,North-Eastern,Arunachal pradesh,Agriculture,"81,000",0,8.6,8.6,8,8.9,9.1,8.1,9
Apex Professional University ,North-Eastern,Arunachal pradesh,Agriculture,"95,000","70,000",7.4,7.5,7.5,7.5,7.5,7.5,7
"St Francis Sales College, West Siang ",North-Eastern,Arunachal pradesh,Agriculture,0,0,7.5,8,8,8,7,6,8
Arunachal University of Studies ,North-Eastern,Arunachal pradesh,Agriculture,"63,000","85,100",8.3,8.7,7.9,8.4,8.1,8.2,8.4
North East Frontier Technical University ,North-Eastern,Arunachal pradesh,Agriculture,0,0,8.3,9,7.6,8.5,8.2,8.7,8
